CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
808909008,Existing Customer,61,M,0,Post-Graduate,Married,Less than $40K,Blue,56,6,3,4,1438.3,0,1438.3,0.589,1448,31,0.292,0.0
717642633,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Blue,40,3,3,3,3750.0,1801,1949.0,0.889,17995,116,0.657,0.48
714128283,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Silver,40,2,3,2,13411.0,1736,11675.0,0.841,12493,113,0.738,0.129
714432108,Existing Customer,56,F,3,Uneducated,Married,$40K - $60K,Blue,46,5,3,3,2402.0,1892,510.0,0.645,4610,76,0.81,0.788
710871108,Existing Customer,45,M,5,Uneducated,Divorced,$60K - $80K,Silver,36,4,2,4,31756.0,1459,30297.0,0.687,4759,70,0.556,0.046
807237783,Existing Customer,50,M,3,Uneducated,Single,$60K - $80K,Blue,45,5,3,5,20437.0,1020,19417.0,0.563,4166,66,0.737,0.05
720289533,Existing Customer,47,F,4,Unknown,Married,Unknown,Blue,42,5,2,3,1882.0,1143,739.0,0.638,4536,85,0.889,0.607
719252583,Existing Customer,29,F,1,High School,Single,Less than $40K,Blue,20,4,2,1,3095.0,1488,1607.0,0.924,4642,92,0.878,0.481
719841708,Existing Customer,45,M,0,Uneducated,Single,$80K - $120K,Blue,36,1,4,3,20356.0,2031,18325.0,0.752,15180,121,0.806,0.1
827108583,Existing Customer,55,M,3,High School,Single,$120K +,Blue,51,3,1,3,34516.0,1266,33250.0,0.846,1161,26,0.368,0.037
720644883,Existing Customer,53,F,1,College,Married,Unknown,Blue,40,3,2,1,4941.0,1867,3074.0,0.73,5104,87,0.851,0.378
716351208,Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,38,1,3,2,4095.0,2517,1578.0,0.57,4175,77,1.026,0.615
789129033,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,32,5,3,2,14910.0,877,14033.0,0.772,1150,26,0.625,0.059
712742808,Existing Customer,41,F,3,Uneducated,Married,Less than $40K,Blue,29,5,3,3,3022.0,1142,1880.0,0.403,1184,21,0.615,0.378
709014558,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,42,3,3,2,3783.0,0,3783.0,0.59,4383,82,0.783,0.0
713926308,Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2624.0,1458,1166.0,0.809,4487,61,0.743,0.556
780371433,Existing Customer,35,F,2,Graduate,Married,Unknown,Blue,25,2,3,3,3339.0,2014,1325.0,0.688,4725,83,0.694,0.603
788915283,Existing Customer,43,F,2,College,Single,Less than $40K,Blue,29,5,1,2,2304.0,1589,715.0,0.872,1273,36,0.895,0.69
714997683,Existing Customer,56,F,4,Graduate,Married,Unknown,Blue,49,5,1,3,14915.0,1111,13804.0,0.846,1388,35,0.667,0.074
797757333,Existing Customer,43,M,3,Post-Graduate,Married,$60K - $80K,Gold,37,6,1,2,34516.0,1580,32936.0,0.707,4149,86,0.755,0.046
714252933,Existing Customer,52,F,2,College,Divorced,Less than $40K,Blue,45,4,2,3,1438.3,0,1438.3,0.744,4737,80,0.818,0.0
710017758,Existing Customer,44,M,4,Graduate,Single,$40K - $60K,Blue,36,5,2,3,11346.0,0,11346.0,0.665,3784,67,0.457,0.0
779138883,Existing Customer,50,M,1,Graduate,Married,$60K - $80K,Blue,34,6,3,4,4702.0,0,4702.0,0.578,1673,44,0.257,0.0
720846558,Existing Customer,49,M,1,Unknown,Single,$80K - $120K,Blue,36,6,3,4,34516.0,0,34516.0,0.665,2512,45,0.324,0.0
779653458,Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue,20,3,3,3,8260.0,2077,6183.0,1.167,2323,47,0.621,0.251
715542783,Existing Customer,33,F,2,Graduate,Married,Less than $40K,Blue,24,1,3,2,3731.0,0,3731.0,0.767,13234,92,0.84,0.0
788418933,Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,27,5,2,3,1613.0,1085,528.0,0.659,5000,85,0.848,0.673
719905908,Existing Customer,59,M,1,Uneducated,Married,$60K - $80K,Blue,36,4,3,3,3742.0,1175,2567.0,0.514,1505,31,0.824,0.314
718924983,Existing Customer,59,M,0,Uneducated,Single,$60K - $80K,Blue,48,5,1,3,4906.0,1302,3604.0,0.862,4833,80,0.905,0.265
709914858,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,36,4,1,2,6362.0,1705,4657.0,0.644,5169,84,0.474,0.268
709948233,Existing Customer,47,F,3,Uneducated,Single,Unknown,Blue,35,1,4,3,2446.0,1899,547.0,0.714,5347,87,0.74,0.776
714473658,Existing Customer,42,M,3,Graduate,Single,$40K - $60K,Blue,30,6,2,2,8960.0,1054,7906.0,0.414,1488,26,0.368,0.118
713682708,Existing Customer,45,M,2,College,Divorced,$40K - $60K,Blue,37,5,1,2,10991.0,1328,9663.0,1.027,3692,60,0.714,0.121
710325258,Existing Customer,52,M,1,Unknown,Married,$80K - $120K,Silver,36,6,1,0,34516.0,1847,32669.0,0.527,3284,65,0.477,0.054
712685733,Existing Customer,57,F,3,Unknown,Single,Unknown,Silver,36,6,3,2,34516.0,1698,32818.0,0.823,3498,68,0.619,0.049
710879283,Existing Customer,51,M,1,High School,Married,Less than $40K,Blue,41,3,4,3,1438.3,0,1438.3,0.623,4312,81,0.723,0.0
818336508,Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,45,6,2,4,32719.0,1650,31069.0,0.717,4037,60,0.714,0.05
708780783,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,33,4,3,3,2434.0,1169,1265.0,0.689,4739,76,0.81,0.48
787621158,Existing Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,25,6,3,3,6242.0,491,5751.0,1.054,2187,59,0.405,0.079
815230458,Existing Customer,31,M,1,High School,Divorced,$40K - $60K,Silver,26,1,1,3,15504.0,1277,14227.0,0.612,14181,126,0.615,0.082
720777558,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,38,6,2,2,2671.0,1713,958.0,0.732,4519,79,0.795,0.641
795979833,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,47,6,1,2,3445.0,1074,2371.0,0.67,1074,31,0.632,0.312
737052258,Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,55,6,1,1,5284.0,2517,2767.0,0.674,4525,63,0.537,0.476
824799108,Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,42,2,2,1,10901.0,1874,9027.0,0.608,7498,90,0.5,0.172
721250358,Existing Customer,50,M,2,Unknown,Married,$40K - $60K,Blue,36,3,1,3,5426.0,1478,3948.0,0.664,1266,22,0.571,0.272
720943308,Existing Customer,47,M,3,Graduate,Single,$60K - $80K,Silver,36,1,1,2,30498.0,1990,28508.0,0.839,16202,120,0.791,0.065
719483358,Existing Customer,33,M,1,College,Married,$40K - $60K,Blue,14,3,2,2,6746.0,1750,4996.0,0.962,2962,54,0.862,0.259
720895533,Existing Customer,32,F,4,Unknown,Married,Less than $40K,Blue,22,6,3,3,1438.3,1056,382.3,0.986,4885,78,1.053,0.734
719505483,Existing Customer,51,F,0,Uneducated,Married,Unknown,Blue,36,6,3,2,5881.0,0,5881.0,0.71,4431,89,0.816,0.0
713706258,Existing Customer,52,F,1,Unknown,Single,Less than $40K,Blue,43,6,2,1,1438.3,773,665.3,1.138,4890,63,0.909,0.537
824795358,Existing Customer,49,F,3,High School,Married,Less than $40K,Blue,45,3,3,0,1638.0,1038,600.0,0.718,4150,70,0.591,0.634
711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43,6,3,4,1438.3,0,1438.3,1.068,1439,41,1.05,0.0
779703258,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,24,3,3,1,2069.0,1393,676.0,0.875,4962,70,0.75,0.673
768390708,Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,1,1,2877.0,1136,1741.0,0.756,4006,68,0.478,0.395
807990108,Existing Customer,44,M,1,Uneducated,Divorced,$120K +,Blue,39,3,2,3,11362.0,0,11362.0,0.668,3197,61,0.564,0.0
711023508,Existing Customer,55,F,1,Graduate,Married,Unknown,Blue,43,5,4,2,3161.0,1389,1772.0,0.307,1547,30,0.429,0.439
826783233,Existing Customer,57,F,3,High School,Single,Less than $40K,Blue,53,1,3,2,3029.0,2214,815.0,0.7,4750,89,0.978,0.731
713251008,Existing Customer,43,F,2,Uneducated,Married,Unknown,Blue,38,6,3,1,2960.0,1853,1107.0,0.949,3921,63,0.853,0.626
709997958,Existing Customer,39,M,3,Graduate,Married,$40K - $60K,Blue,28,4,3,4,3478.0,0,3478.0,0.65,2133,54,0.543,0.0
817236708,Existing Customer,42,M,3,Uneducated,Married,$60K - $80K,Blue,25,6,2,3,13546.0,1720,11826.0,0.538,3943,73,0.698,0.127
711436083,Existing Customer,36,M,1,Graduate,Married,Less than $40K,Blue,18,6,3,3,2032.0,1003,1029.0,1.005,2454,46,0.586,0.494
757786608,Existing Customer,33,M,2,Post-Graduate,Single,$80K - $120K,Blue,24,2,3,2,4178.0,2463,1715.0,0.815,16216,107,0.814,0.59
799731033,Existing Customer,34,F,2,Doctorate,Single,Less than $40K,Blue,28,3,3,2,1438.3,0,1438.3,0.892,3044,91,0.896,0.0
718100808,Existing Customer,49,F,1,Uneducated,Married,Less than $40K,Gold,37,2,3,1,15987.0,2065,13922.0,0.705,7395,100,0.562,0.129
821351958,Existing Customer,40,F,4,College,Married,Less than $40K,Blue,36,6,1,2,1438.3,0,1438.3,0.785,3308,54,1.0,0.0
778508883,Existing Customer,44,M,5,Graduate,Married,$120K +,Blue,24,4,1,4,11876.0,1926,9950.0,0.51,1367,33,0.737,0.162
712804383,Existing Customer,56,F,0,College,Married,Less than $40K,Blue,38,1,1,2,2143.0,1194,949.0,0.49,4684,82,0.907,0.557
769330908,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,5,3,4,2574.0,1555,1019.0,0.583,4134,62,0.55,0.604
720491958,Existing Customer,34,F,3,Uneducated,Single,Less than $40K,Blue,36,4,3,3,1438.3,0,1438.3,0.734,4302,74,0.762,0.0
772721208,Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,40,4,3,3,17655.0,1720,15935.0,0.706,16293,120,0.739,0.097
712497783,Existing Customer,56,F,2,Unknown,Married,Less than $40K,Blue,48,1,2,3,9092.0,1363,7729.0,0.83,14779,94,0.843,0.15
720868683,Existing Customer,50,F,4,Uneducated,Single,$40K - $60K,Blue,22,5,2,3,7853.0,1343,6510.0,0.491,1814,37,0.37,0.171
709589208,Existing Customer,53,M,0,Graduate,Single,$60K - $80K,Blue,35,3,1,3,17721.0,596,17125.0,0.694,14409,83,0.844,0.034
713216883,Existing Customer,64,F,0,Unknown,Married,Less than $40K,Blue,55,4,3,4,3500.0,1904,1596.0,1.182,2003,41,0.952,0.544
709261383,Existing Customer,56,F,3,Graduate,Married,$40K - $60K,Blue,36,2,3,2,1872.0,661,1211.0,0.756,4970,81,0.929,0.353
813990483,Existing Customer,27,F,0,High School,Married,Less than $40K,Blue,22,4,1,2,1864.0,1384,480.0,0.904,1662,32,0.391,0.742
717353433,Existing Customer,50,F,2,Unknown,Single,Unknown,Blue,42,1,3,3,21498.0,1542,19956.0,0.759,13015,104,0.857,0.072
719967708,Existing Customer,44,F,2,Unknown,Single,Less than $40K,Blue,32,3,1,4,6472.0,2128,4344.0,0.58,3592,66,0.833,0.329
780545133,Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,2,3,1,4557.0,985,3572.0,0.592,7333,91,0.596,0.216
717008358,Existing Customer,40,F,1,Unknown,Married,Less than $40K,Blue,36,1,2,2,6540.0,0,6540.0,0.723,7919,88,0.6,0.0
719574033,Existing Customer,38,M,1,High School,Single,$60K - $80K,Blue,28,2,2,2,21906.0,0,21906.0,0.696,15349,119,0.7,0.0
719785683,Existing Customer,41,M,4,Post-Graduate,Married,$80K - $120K,Blue,36,1,2,2,21751.0,1573,20178.0,0.878,8332,102,0.569,0.072
818960133,Existing Customer,58,M,4,High School,Married,$60K - $80K,Blue,53,1,3,0,13784.0,698,13086.0,0.75,13120,91,0.784,0.051
719462433,Existing Customer,42,F,5,Graduate,Single,Less than $40K,Blue,36,4,2,2,8464.0,1002,7462.0,0.598,4227,92,0.84,0.118
711847833,Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,32,2,2,2,1933.0,1127,806.0,0.705,4833,71,0.69,0.583
712169883,Existing Customer,43,M,1,College,Married,$60K - $80K,Blue,36,3,3,2,13840.0,1079,12761.0,0.947,4190,74,0.805,0.078
708817608,Existing Customer,41,F,3,High School,Married,Unknown,Blue,24,3,1,1,3427.0,1419,2008.0,0.685,4218,74,0.805,0.414
711363258,Existing Customer,49,F,1,Post-Graduate,Married,Unknown,Blue,39,6,3,1,4821.0,0,4821.0,0.746,4680,77,0.974,0.0
809809008,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,42,5,1,2,3111.0,1541,1570.0,0.656,4570,68,0.511,0.495
823837158,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,40,1,3,1,9199.0,1230,7969.0,0.591,15367,123,0.685,0.134
773988708,Existing Customer,52,M,2,Uneducated,Married,$120K +,Silver,43,1,2,2,34516.0,1588,32928.0,0.745,7512,81,0.688,0.046
715878183,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,35,4,3,3,18325.0,723,17602.0,0.815,1517,33,0.65,0.039
710622333,Existing Customer,39,F,2,High School,Single,$40K - $60K,Blue,28,3,2,2,2751.0,2258,493.0,0.634,4386,67,0.675,0.821
811554708,Existing Customer,44,F,3,High School,Married,Unknown,Blue,38,4,6,4,26516.0,1434,25082.0,0.472,3609,76,0.551,0.054
712299858,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53,5,3,3,2077.0,1571,506.0,1.031,1365,38,1.0,0.756
789150633,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,38,6,3,2,3026.0,1888,1138.0,0.762,3687,58,0.812,0.624
789140283,Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,42,5,4,1,2664.0,2037,627.0,0.85,1286,29,0.933,0.765
716400633,Existing Customer,33,M,3,High School,Single,$40K - $60K,Blue,24,6,3,3,5156.0,1427,3729.0,0.48,2057,54,0.421,0.277
737982408,Existing Customer,33,M,1,College,Single,$80K - $120K,Blue,26,4,3,4,19136.0,1608,17528.0,0.728,2501,55,0.528,0.084
790204983,Existing Customer,46,F,2,Graduate,Married,Unknown,Blue,40,4,5,3,3131.0,0,3131.0,0.811,4507,93,0.632,0.0
711893358,Existing Customer,46,M,5,High School,Married,$40K - $60K,Blue,37,6,2,1,2375.0,1196,1179.0,0.641,4087,66,0.833,0.504
823624158,Existing Customer,53,F,2,Doctorate,Single,Unknown,Blue,49,3,2,2,4500.0,0,4500.0,0.761,4579,78,0.814,0.0
713914683,Existing Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,36,3,4,2,1484.0,885,599.0,0.951,4819,74,0.805,0.596
719918358,Existing Customer,57,F,3,Graduate,Unknown,Less than $40K,Blue,36,2,2,1,3082.0,2507,575.0,0.687,7787,89,0.508,0.813
714667608,Existing Customer,47,M,5,Post-Graduate,Married,$40K - $60K,Blue,36,4,3,2,6043.0,0,6043.0,0.627,4256,78,0.529,0.0
787458783,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,35,5,3,2,3038.0,2133,905.0,0.689,4784,83,0.694,0.702
802464033,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,56,6,3,3,4460.0,1262,3198.0,0.898,1877,41,0.783,0.283
715085733,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,52,3,1,2,2939.0,1999,940.0,2.145,2434,33,1.538,0.68
708506508,Existing Customer,54,M,3,High School,Married,$120K +,Blue,43,5,3,2,2884.0,1144,1740.0,0.783,4887,90,0.698,0.397
794160408,Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,40,1,1,1,3044.0,1973,1071.0,0.946,4747,73,1.028,0.648
806432433,Existing Customer,40,F,2,High School,Single,$40K - $60K,Blue,35,2,1,2,2544.0,1713,831.0,0.696,8006,88,0.571,0.673
753534633,Existing Customer,42,M,3,High School,Single,$60K - $80K,Blue,35,4,3,3,7255.0,0,7255.0,0.9,3148,62,0.824,0.0
716823408,Existing Customer,65,M,0,Doctorate,Single,Unknown,Blue,56,3,2,2,28410.0,1608,26802.0,0.913,2278,77,1.139,0.057
710375283,Existing Customer,26,F,0,Uneducated,Single,$40K - $60K,Blue,18,4,3,2,2033.0,1471,562.0,0.672,2236,55,0.41,0.724
772155108,Existing Customer,62,F,0,High School,Married,Less than $40K,Blue,51,6,3,4,1438.3,0,1438.3,0.702,1445,38,0.31,0.0
738749733,Existing Customer,57,F,4,Doctorate,Married,Unknown,Blue,47,4,3,3,7345.0,1814,5531.0,0.472,1390,30,0.25,0.247
711556533,Existing Customer,43,F,1,Graduate,Unknown,Unknown,Blue,36,6,3,3,9851.0,0,9851.0,1.034,1212,24,0.6,0.0
719049033,Existing Customer,53,M,3,High School,Married,$120K +,Blue,44,5,6,4,14057.0,1655,12402.0,0.676,2073,60,0.333,0.118
779852133,Existing Customer,48,M,2,Unknown,Married,$120K +,Silver,32,3,2,4,34516.0,2098,32418.0,0.741,3093,66,0.784,0.061
721222833,Existing Customer,51,F,3,Graduate,Married,$40K - $60K,Blue,36,3,3,3,1565.0,944,621.0,0.872,4798,73,1.147,0.603
711526533,Existing Customer,33,M,3,Post-Graduate,Married,$80K - $120K,Blue,25,4,2,3,16434.0,2104,14330.0,0.955,1726,37,0.85,0.128
718397658,Existing Customer,60,F,0,Unknown,Single,$40K - $60K,Blue,36,6,3,2,4115.0,1231,2884.0,0.745,3627,61,1.179,0.299
770942283,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,33,4,3,2,3670.0,0,3670.0,0.797,4811,68,0.889,0.0
779465358,Existing Customer,26,F,0,High School,Single,Unknown,Blue,13,4,3,3,3038.0,1460,1578.0,0.98,2243,38,0.462,0.481
719592483,Existing Customer,43,F,5,Graduate,Single,Unknown,Blue,34,6,6,3,4607.0,2440,2167.0,0.646,4825,77,0.878,0.53
709556208,Existing Customer,40,F,3,College,Single,$40K - $60K,Silver,28,2,1,2,22361.0,1873,20488.0,0.701,7586,94,0.567,0.084
708337683,Existing Customer,51,M,2,Uneducated,Single,$60K - $80K,Blue,40,4,2,2,21800.0,893,20907.0,0.445,3820,62,0.676,0.041
716129208,Existing Customer,37,M,3,Graduate,Married,$40K - $60K,Blue,36,3,3,3,2031.0,0,2031.0,0.752,1678,36,0.8,0.0
710508858,Existing Customer,44,F,2,High School,Unknown,Less than $40K,Blue,34,5,1,3,3226.0,2517,709.0,0.818,4317,81,0.884,0.78
714989583,Existing Customer,46,M,2,Graduate,Married,$60K - $80K,Blue,36,3,2,3,15405.0,1691,13714.0,0.814,1763,44,0.189,0.11
711694083,Existing Customer,59,F,0,Post-Graduate,Single,Less than $40K,Blue,48,4,2,2,3030.0,1251,1779.0,0.694,4724,71,0.775,0.413
787584108,Existing Customer,55,M,3,Unknown,Married,$80K - $120K,Blue,47,4,2,3,3436.0,2016,1420.0,0.901,1097,33,0.833,0.587
789973308,Existing Customer,44,M,1,College,Single,$60K - $80K,Blue,35,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079
713135883,Existing Customer,65,F,0,High School,Married,Unknown,Blue,53,4,3,0,4315.0,717,3598.0,0.808,1723,51,0.5,0.166
720250158,Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,33,6,3,0,23218.0,1814,21404.0,1.178,1749,37,2.083,0.078
827691858,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,42,3,2,4,7616.0,1251,6365.0,0.581,2006,52,0.405,0.164
714064908,Existing Customer,57,F,1,Graduate,Single,Less than $40K,Blue,36,4,2,3,1771.0,1289,482.0,0.911,4813,84,0.867,0.728
770708133,Existing Customer,47,F,5,High School,Single,Less than $40K,Blue,33,5,2,2,2169.0,1330,839.0,0.905,3833,64,1.065,0.613
712367658,Existing Customer,58,M,1,Uneducated,Single,$80K - $120K,Blue,40,1,3,0,22104.0,1783,20321.0,0.805,13830,112,0.806,0.081
710884683,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Silver,40,6,2,5,34516.0,807,33709.0,0.967,3937,80,1.051,0.023
712778658,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,39,4,3,3,2001.0,909,1092.0,0.772,4238,63,0.8,0.454
719463708,Existing Customer,47,F,1,Uneducated,Single,$40K - $60K,Blue,34,5,1,3,2099.0,1164,935.0,0.717,4471,80,0.667,0.555
794524833,Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,18,4,3,3,2265.0,1345,920.0,0.808,4009,73,0.49,0.594
720690933,Existing Customer,52,M,4,Uneducated,Married,$60K - $80K,Blue,39,5,1,3,2641.0,1584,1057.0,0.809,4279,67,0.718,0.6
708538608,Existing Customer,50,F,4,College,Married,Unknown,Blue,36,6,4,3,3862.0,0,3862.0,0.578,4058,81,0.723,0.0
803880108,Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,41,6,5,3,1721.0,1355,366.0,0.926,4474,58,1.32,0.787
712999008,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,33,3,1,1,2628.0,1771,857.0,0.788,4316,72,0.6,0.674
720527058,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,24,4,3,3,2310.0,1306,1004.0,0.525,4343,74,0.682,0.565
818239983,Existing Customer,53,M,2,Unknown,Divorced,$80K - $120K,Blue,48,2,1,2,15594.0,1590,14004.0,0.679,13016,118,0.616,0.102
709418508,Existing Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,35,1,2,3,7653.0,1693,5960.0,0.683,7508,93,0.576,0.221
789200208,Existing Customer,40,F,4,Uneducated,Married,Unknown,Blue,29,2,3,3,3326.0,2181,1145.0,0.827,13583,110,0.746,0.656
708375858,Existing Customer,47,F,4,High School,Divorced,Less than $40K,Blue,36,5,4,2,2776.0,1341,1435.0,0.744,4318,68,0.943,0.483
710574558,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,41,5,3,2,26442.0,1642,24800.0,0.651,1403,40,0.429,0.062
710112933,Existing Customer,28,M,1,Uneducated,Single,$60K - $80K,Blue,18,6,3,2,16604.0,1716,14888.0,1.025,2580,61,0.649,0.103
720656883,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,40,3,3,1,1848.0,501,1347.0,0.653,4600,69,0.683,0.271
789127533,Existing Customer,49,M,4,High School,Divorced,$80K - $120K,Blue,37,5,2,2,32338.0,1664,30674.0,0.919,3013,83,0.766,0.051
710698233,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,28,4,1,2,10021.0,1203,8818.0,0.93,1463,40,1.0,0.12
712285908,Existing Customer,60,F,1,High School,Single,Less than $40K,Blue,49,5,4,1,2481.0,1925,556.0,0.723,5228,73,0.78,0.776
715784808,Existing Customer,57,F,4,Post-Graduate,Single,$40K - $60K,Blue,48,4,2,1,2576.0,1678,898.0,0.771,3913,86,0.72,0.651
716993058,Existing Customer,57,M,3,Unknown,Divorced,$60K - $80K,Blue,48,5,2,3,24589.0,1640,22949.0,0.4,4291,78,0.625,0.067
711297483,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878.0,2222,11656.0,0.853,1658,38,0.357,0.16
767036433,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,49,5,1,0,5097.0,1152,3945.0,0.94,2052,45,0.607,0.226
708760458,Existing Customer,47,M,1,High School,Single,$80K - $120K,Blue,36,4,3,4,17655.0,0,17655.0,0.583,3692,79,0.549,0.0
715600533,Existing Customer,61,M,0,Graduate,Single,$80K - $120K,Gold,50,3,3,3,34516.0,1357,33159.0,0.687,13722,124,0.746,0.039
780338733,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,37,2,1,2,1438.3,491,947.3,0.73,5102,83,0.694,0.341
720953658,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,5,3,4,5688.0,914,4774.0,1.099,1824,53,1.038,0.161
720204558,Existing Customer,45,F,2,High School,Married,Less than $40K,Blue,36,4,1,3,1640.0,999,641.0,0.811,4597,77,0.878,0.609
718773333,Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,40,3,2,2,5139.0,1799,3340.0,0.94,7548,89,0.618,0.35
714417183,Existing Customer,39,F,1,Uneducated,Unknown,Less than $40K,Blue,31,1,3,1,9511.0,2220,7291.0,0.712,7041,95,0.532,0.233
717087858,Existing Customer,51,F,1,Graduate,Single,$40K - $60K,Blue,36,3,3,1,2146.0,967,1179.0,0.569,4253,74,0.721,0.451
716393958,Existing Customer,43,M,3,High School,Single,$80K - $120K,Blue,34,4,2,0,28262.0,1483,26779.0,0.668,3855,66,0.61,0.052
716986458,Existing Customer,44,F,3,High School,Single,Unknown,Blue,36,1,3,2,9766.0,1575,8191.0,0.661,7605,101,0.603,0.161
788939358,Existing Customer,47,M,2,High School,Unknown,$60K - $80K,Blue,33,4,2,2,2458.0,1399,1059.0,0.739,1563,40,1.222,0.569
717167283,Existing Customer,49,F,5,Unknown,Divorced,Less than $40K,Blue,36,4,1,4,9165.0,0,9165.0,0.597,1846,56,0.647,0.0
709873683,Existing Customer,60,M,0,Doctorate,Unknown,$40K - $60K,Silver,53,4,2,1,16541.0,1428,15113.0,0.846,4352,82,0.907,0.086
720474408,Existing Customer,52,M,2,Graduate,Single,$40K - $60K,Blue,41,1,2,2,9298.0,1898,7400.0,0.655,8427,87,0.776,0.204
717414933,Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,45,3,3,3,2918.0,2049,869.0,0.501,3818,61,0.605,0.702
789291633,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,51,3,2,0,5450.0,967,4483.0,0.701,1526,45,0.8,0.177
717287883,Existing Customer,57,M,3,Graduate,Married,$80K - $120K,Blue,46,6,2,3,5516.0,2517,2999.0,0.473,1532,24,0.5,0.456
711560058,Existing Customer,49,M,1,High School,Married,$60K - $80K,Blue,36,2,3,2,2465.0,1334,1131.0,0.95,4806,83,0.766,0.541
719078283,Existing Customer,57,F,4,High School,Married,Less than $40K,Blue,47,5,3,4,3191.0,2517,674.0,0.719,1501,35,0.591,0.789
717015333,Existing Customer,52,M,1,Unknown,Divorced,$120K +,Blue,41,6,1,2,2717.0,1953,764.0,0.809,3974,70,0.556,0.719
804583833,Existing Customer,56,F,2,High School,Married,Unknown,Blue,51,4,1,3,1796.0,1243,553.0,0.768,4316,87,0.891,0.692
710897133,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,36,5,2,2,2267.0,1357,910.0,0.697,4464,85,0.735,0.599
807244983,Existing Customer,65,F,0,College,Married,Less than $40K,Blue,56,6,1,2,1438.3,680,758.3,0.512,2283,55,0.571,0.473
718215033,Existing Customer,54,F,3,Unknown,Married,Less than $40K,Blue,36,6,2,4,2556.0,2260,296.0,0.487,1401,30,0.579,0.884
817029108,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,27,4,6,3,6885.0,1611,5274.0,0.955,3804,67,0.861,0.234
